"species";"meters_year_50";"meters_year_99"
"Lophozia schusteriana";10;500
"Lophozia silvicola";10;500
"Lophozia silvicoloides";10;500
"Lophozia ventricosa";10;500
"Lophozia wenzelii";10;500
"Lophoziopsis excisa";10;500
"Lophoziopsis longidens";2;15
"Lophoziopsis pellucida";10;500
"Lophoziopsis polaris";10;500
"Lophoziopsis propagulifera";10;500
"Lotus corniculatus";1;5
"Lotus peczoricus";0,1;1
"Lotus ucrainicus";1;5
"Luetkea pectinata";1;5
"Lupinus arcticus";0,1;1
"Lupinus nootkatensis";400;1500
"Lupinus polyphyllus";1;5
"Luzula arcuata";2;15
"Luzula campestris";2;15
"Luzula confusa";2;15
"Luzula kjellmaniana";2;15
"Luzula multiflora";2;15
"Luzula nivalis";2;15
"Luzula oligantha";2;15
"Luzula pallescens";2;15
"Luzula parviflora";2;15
"Luzula pilosa";2;15
"Luzula rufescens";2;15
"Luzula spicata";2;15
"Luzula sudetica";2;15
"Luzula wahlenbergii";2;15
"Lychnis flos-cuculi";1;5
"Lycopodiella inundata";10;500
"Lycopodium clavatum";10;500
"Lycopodium dendroideum";2;15
"Lycopus europaeus";10;500
"Lycopus exaltatus";2;15
"Lycopus uniflorus";400;1500
"Lyellia aspera";10;500
"Lysichiton americanus";400;1500
"Lysichiton camtschatcensis";400;1500
"Lysimachia davurica";1;5
"Lysimachia europaea";0,1;1
"Lysimachia nummularia";0,1;1
"Lysimachia punctata";1;5
"Lysimachia thyrsiflora";1;5
"Lysimachia vulgaris";1;5
"Lythrum salicaria";1;5
"Macropodium nivale";0,1;1
"Maianthemum bifolium";400;1500
"Maianthemum canadense";400;1500
"Maianthemum dahuricum";400;1500
"Maianthemum dilatatum";400;1500
"Maianthemum racemosum";400;1500
"Maianthemum stellatum";400;1500
"Maianthemum trifolium";400;1500
"Malus baccata";400;1500
"Malus domestica";400;1500
"Malus prunifolia";400;1500
"Malus sylvestris";400;1500
"Malva pusilla";0,1;1
"Mannia gracilis";10;500
"Mannia pilosa";10;500
"Mannia sibirica";10;500
"Mannia triandra";2;15
"Marchantia alpestris";10;500
"Marchantia polymorpha";10;500
"Marchantia quadrata";10;500
"Marchantia romanica";10;500
"Marsupella apiculata";10;500
"Marsupella aquatica";10;500
"Marsupella arctica";10;500
"Marsupella boeckii";10;500
"Marsupella condensata";10;500
"Marsupella emarginata";10;500
"Marsupella sphacelata";10;500
"Marsupella sprucei";10;500
"Matricaria discoidea";0,1;1
"Matteuccia struthiopteris";2;15
"Medicago falcata";1;5
"Medicago lupulina";0,1;1
"Meesia longiseta";10;500
"Meesia triquetra";10;500
"Meesia uliginosa";10;500
"Melampyrum cristatum";2;15
"Melampyrum nemorosum";2;15
"Melampyrum pratense";2;15
"Melampyrum sylvaticum";2;15
"Melica nutans";1;5
"Melilotus albus";1;5
"Melilotus dentatus";1;5
"Melilotus officinalis";1;5
"Mentha aquatica";1;5
"Mentha arvensis";1;5
"Mentha canadensis";0,1;1
"Mentha longifolia";1;5
"Menyanthes trifoliata";400;1500
"Mercurialis perennis";2;15
"Mertensia drummondii";0,1;1
"Mertensia maritima";1;5
"Mertensia paniculata";1;5
"Mertensia pubescens";1;5
"Mertensia rivularis";0,1;1
"Mertensia sibirica";1;5
"Mesoptychia badensis";10;500
"Mesoptychia bantriensis";10;500
"Mesoptychia collaris";10;500
"Mesoptychia gillmanii";10;500
"Mesoptychia heterocolpos";2;15
"Mesoptychia rutheana";10;500
"Mesoptychia sahlbergii";10;500
"Metzgeria conjugata";2;15
"Metzgeria furcata";10;500
"Metzgeria pubescens";2;15
"Micranthes calycina";0,1;1
"Micranthes davurica";0,1;1
"Micranthes ferruginea";0,1;1
"Micranthes foliolosa";0,1;1
"Micranthes hieraciifolia";0,1;1
"Micranthes integrifolia";0,1;1
"Micranthes lyallii";1;5
"Micranthes melaleuca";1;5
"Micranthes merkii";1;5
"Micranthes nelsoniana";0,1;1
"Micranthes nivalis";0,1;1
"Micranthes nudicaulis";0,1;1
"Micranthes purpurascens";0,1;1
"Micranthes razshivinii";1;5
"Micranthes redofskyi";1;5
"Micranthes reflexa";1;5
"Micranthes spicata";1;5
"Micranthes stellaris";0,1;1
"Micranthes tenuis";0,1;1
"Micranthes unalaschcensis";1;5
"Mielichhoferia elongata";10;500
"Mielichhoferia mielichhoferiana";10;500
"Milium effusum";1;5
"Minuartia dawsonensis";0,1;1
"Minuartia obtusiloba";0,1;1
"Mitella nuda";1;5
"Mnium ambiguum";2;15
"Mnium blyttii";10;500
"Mnium hornum";2;15
"Mnium lycopodioides";2;15
"Mnium marginatum";2;15
"Mnium spinosum";2;15
"Mnium stellare";2;15
"Mnium thomsonii";10;500
"Moehringia lateriflora";2;15
"Moehringia macrophylla";2;15
"Moehringia trinervia";2;15
"Moerckia blyttii";10;500
"Moerckia flotoviana";10;500
"Moerckia hibernica";10;500
"Molendoa sendtneriana";10;500
"Molinia caerulea";1;5
"Moneses uniflora";2;15
"Mononeuria groenlandica";0,1;1
"Montia fontana";2;15
"Muhlenbergia glomerata";0,1;1
"Muhlenbergia richardsonis";0,1;1
"Mulgedium pulchellum";10;500
"Mulgedium sibiricum";10;500
"Mylia anomala";10;500
"Mylia taylorii";2;15
"Myosotis alpestris";0,1;1
"Myosotis arvensis";1;5
"Myosotis asiatica";1;5
"Myosotis laxa";1;5
"Myosotis scorpioides";1;5
"Myosotis sparsiflora";0,1;1
"Myosoton aquaticum";1;5
"Myosurus minimus";400;1500
"Myrica gale";400;1500
"Myricaria germanica";10;500
"Myrinia pulvinata";2;15
"Myriophyllum alterniflorum";400;1500
"Myriophyllum sibiricum";400;1500
"Myriophyllum spicatum";400;1500
"Myriophyllum verticillatum";400;1500
"Myurella julacea";10;500
"Myurella sibirica";2;15
"Myurella tenerrima";10;500
"Myuroclada maximowiczii";2;15
"Nabalus alatus";2;15
"Najas flexilis";400;1500
"Najas marina";400;1500
"Nardia breidleri";10;500
"Nardia compressa";2;15
"Nardia geoscyphus";2;15
"Nardia insecta";2;15
"Nardia japonica";10;500
"Nardia lescurii";2;15
"Nardia scalaris";10;500
"Nardus stricta";0,1;1
"Narthecium ossifragum";0,1;1
"Neckera oligocarpa";2;15
"Neckera pennata";2;15
"Nemophila menziesii";0,1;1
"Neoorthocaulis attenuatus";2;15
"Neoorthocaulis binsteadii";10;500
"Neoorthocaulis floerkei";2;15
"Neotinea ustulata";10;500
"Neottia acuminata";2;15
"Neottia camtschatea";2;15
"Neottia cordata";2;15
"Neottia nidus-avis";2;15
"Neottia ovata";10;500
"Nepeta cataria";1;5
"Neslia paniculata";1;5
"Niphotrichum muticum";10;500
"Noccaea arctica";0,1;1
"Noccaea thlaspidioides";1;5
"Nonea pulla";2;15
"Nowellia curvifolia";2;15
"Nuphar lutea";400;1500
"Nuphar polysepala";400;1500
"Nuphar pumila";400;1500
"Nymphaea alba";400;1500
"Nymphaea candida";400;1500
"Nymphaea tetragona";400;1500
"Nymphoides peltata";400;1500
"Odontarrhena obovata";0,1;1
"Odontites vulgaris";0,1;1
"Odontoschisma denudatum";2;15
"Odontoschisma elongatum";2;15
"Odontoschisma fluitans";10;500
"Odontoschisma francisci";10;500
"Odontoschisma macounii";10;500
"Oedipodium griffithianum";10;500
"Oenothera biennis";1;5
"Oligotrichum aligerum";10;500
"Oligotrichum falcatum";10;500
"Oligotrichum hercynicum";10;500
"Oligotrichum parallelum";10;500
"Omalotheca sylvatica";10;500
"Oncophorus virens";10;500
"Oncophorus wallenbergii";10;500
"Onobrychis arenaria";1;5
"Onobrychis viciifolia";1;5
"Onosma simplicissima";0,1;1
"Ophioglossum vulgatum";10;500
"Oreas martiana";10;500
"Oreojuncus trifidus";0,1;1
"Oreopteris limbosperma";2;15
"Oreorchis patens";2;15
"Origanum vulgare";1;5
"Orobanche alsatica";10;500
"Orobanche coerulescens";10;500
"Orobanche krylowii";10;500
"Orostachys malacophylla";1;5
"Orostachys spinosa";0,1;1
"Orthilia secunda";2;15
"Orthocarpus luteus";0,1;1
"Orthothecium chryseum";10;500
"Orthothecium intricatum";2;15
"Orthothecium lapponicum";10;500
"Orthothecium rufescens";10;500
"Orthothecium strictum";10;500
"Orthotrichum alpestre";2;15
"Orthotrichum anomalum";10;500
"Orthotrichum cupulatum";10;500
"Orthotrichum iwatsukii";10;500
"Orthotrichum obtusifolium";2;15
"Orthotrichum pallens";2;15
"Orthotrichum pellucidum";10;500
"Orthotrichum pulchellum";10;500
"Orthotrichum pylaisii";2;15
"Orthotrichum sordidum";2;15
"Orthotrichum speciosum";2;15
"Orthotrichum tenellum";10;500
"Osmorhiza chilensis";0,1;1
"Osmorhiza depauperata";1;5
"Osmorhiza purpurea";0,1;1
"Oxalis acetosella";0,1;1
"Oxalis stricta";0,1;1
"Oxybasis chenopodioides";0,1;1
"Oxybasis glauca";1;5
"Oxybasis rubra";1;5
"Oxybasis urbica";1;5
"Oxycoccus quadripetalus";400;1500
"Oxygraphis glacialis";1;5
"Oxyria digyna";0,1;1
"Oxyrrhynchium hians";10;500
"Oxytropis adamsiana";1;5
"Oxytropis altaica";1;5
"Oxytropis arctica";1;5
"Oxytropis bargusinensis";1;5
"Oxytropis borealis";1;5
"Oxytropis bryophila";0,1;1
"Oxytropis campanulata";0,1;1
"Oxytropis campestris";0,1;1
"Oxytropis candicans";0,1;1
"Oxytropis czekanowskii";0,1;1
"Oxytropis czukotica";0,1;1
"Oxytropis deflexa";400;1500
"Oxytropis evenorum";1;5
"Oxytropis exserta";1;5
"Oxytropis gorodkovii";0,1;1
"Oxytropis huddelsonii";0,1;1
"Oxytropis jordalii";1;5
"Oxytropis kamtschatica";1;5
"Oxytropis lanata";1;5
"Oxytropis leucantha";0,1;1
"Oxytropis maydelliana";1;5
"Oxytropis mertensiana";0,1;1
"Oxytropis middendorffii";0,1;1
"Oxytropis nigrescens";0,1;1
"Oxytropis ochotensis";1;5
"Oxytropis pilosa";0,1;1
"Oxytropis pumilio";1;5
"Oxytropis retusa";1;5
"Oxytropis revoluta";1;5
"Oxytropis scheludjakovae";1;5
"Oxytropis scheludjakoviae";1;5
"Oxytropis sordida";1;5
"Oxytropis splendens";1;5
"Oxytropis strobilacea";1;5
"Oxytropis sylvatica";1;5
"Oxytropis uralensis";1;5
"Oxytropis vassilczenkoi";1;5
"Pachypleurum alpinum";1;5
"Packera heterophylla";10;500
"Packera hyperborealis";10;500
"Packera indecora";10;500
"Packera ogotorukensis";10;500
"Packera pauciflora";2;15
"Packera paupercula";10;500
"Paeonia anomala";0,1;1
"Paludella squarrosa";10;500
"Palustriella decipiens";10;500
"Palustriella falcata";10;500
"Panicum miliaceum";1;5
"Papaver alboroseum";0,1;1
"Papaver angustifolium";0,1;1
"Papaver anjuicum";0,1;1
"Papaver atrovirens";0,1;1
"Papaver detritophilum";0,1;1
"Papaver gorodkovii";0,1;1
"Papaver lapponicum";0,1;1
"Papaver macounii";0,1;1
"Papaver mcconnellii";0,1;1
"Papaver multiradiatum";1;5
"Papaver nivale";0,1;1
"Papaver nudicaule";0,1;1
"Papaver paucistaminum";0,1;1
"Papaver pulvinatum";0,1;1
"Papaver radicatum";0,1;1
"Papaver schamurinii";1;5
"Papaver walpolei";1;5
"Paraleucobryum enerve";10;500
"Paraleucobryum longifolium";2;15
"Paraquilegia microphylla";1;5
"Parietaria micrantha";2;15
"Paris quadrifolia";400;1500
"Paris verticillata";400;1500
"Parnassia kotzebuei";0,1;1
"Parnassia palustris";0,1;1
"Parrya arctica";1;5
"Parrya nauruaq";0,1;1
"Parrya nudicaulis";1;5
"Parthenocissus inserta";1;5
"Pectiantia pentandra";0,1;1
"Pedicularis alopecuroides";0,1;1
"Pedicularis capitata";0,1;1
"Pedicularis compacta";0,1;1
"Pedicularis elata";1;5
"Pedicularis flammea";0,1;1
"Pedicularis groenlandica";0,1;1
"Pedicularis hirsuta";0,1;1
"Pedicularis labradorica";0,1;1
"Pedicularis lanata";0,1;1
"Pedicularis langsdorffii";0,1;1
"Pedicularis lapponica";0,1;1
"Pedicularis oederi";0,1;1
"Pedicularis palustris";1;5
"Pedicularis parviflora";0,1;1
"Pedicularis pennellii";1;5
"Pedicularis resupinata";0,1;1
"Pedicularis sceptrum-carolinum";1;5
"Pedicularis sudetica";0,1;1
"Pedicularis tristis";0,1;1
"Pedicularis verticillata";0,1;1
"Pellia epiphylla";2;15
"Pellia neesiana";2;15
"Peltolepis quadrata";2;15
"Pennellianthus frutescens";1;5
"Penstemon gormanii";0,1;1
"Pentanema britannicum";10;500
"Pentanema hirtum";10;500
"Peracarpa carnosa";0,1;1
"Persicaria amphibia";400;1500
"Persicaria foliosa";0,1;1
"Persicaria hydropiper";1;5
"Persicaria lapathifolia";1;5
"Persicaria maculosa";1;5
"Persicaria minor";0,1;1
"Persicaria sagittata";1;5
"Persicaria thunbergii";0,1;1
"Petasites frigidus";10;500
"Petasites japonicus";10;500
"Petasites laevigatus";10;500
"Petasites spurius";10;500
"Peucedanum palustre";1;5
"Phacelia franklinii";1;5
"Phacelia sericea";1;5
"Phacelia tanacetifolia";1;5
"Phalaris arundinacea";0,1;1
"Phalaris canariensis";1;5
"Phedimus aizoon";1;5
"Phedimus kamtschaticus";1;5
"Phegopteris connectilis";2;15
"Phelipanche caesia";10;500
"Philonotis americana";10;500
"Philonotis caespitosa";10;500
"Philonotis calcarea";10;500
"Philonotis capillaris";10;500
"Philonotis fontana";10;500
"Philonotis seriata";10;500
"Philonotis tomentella";10;500
"Phippsia algida";0,1;1
"Phleum alpinum";0,1;1
"Phleum phleoides";1;5
"Phleum pratense";1;5
"Phlojodicarpus sibiricus";1;5
"Phlojodicarpus villosus";1;5
"Phlomoides tuberosa";1;5
"Phlox hoodii";0,1;1
"Phragmites australis";10;500
"Phyllodoce aleutica";40;150
"Phyllodoce caerulea";10;500
"Physaria arctica";0,1;1
"Physocarpus opulifolius";1;5
"Picea abies";40;150
"Picea glauca";40;150
"Picea jezoensis";40;150
"Picea mariana";40;150
"Picea obovata";40;150
"Picea pungens";40;150
"Picea sitchensis";40;150
"Picris hieracioides";10;500
"Pilosella aurantiaca";10;500
"Pilosella caespitosa";10;500
"Pilosella cymosa";10;500
"Pilosella officinarum";10;500
"Pimpinella saxifraga";1;5
"Pinguicula alpina";0,1;1
"Pinguicula variegata";0,1;1
"Pinguicula villosa";0,1;1
"Pinguicula vulgaris";0,1;1
"Pinus pumila";400;1500
"Pinus sibirica";40;150
"Pinus sylvestris";40;150
"Piptatherum pungens";1;5
"Plagiobothrys orientalis";1;5
"Plagiobryum algovicum";10;500
"Plagiobryum demissum";2;15
"Plagiochila asplenioides";2;15
"Plagiochila porelloides";2;15
"Plagiomnium affine";2;15
"Plagiomnium confertidens";2;15
"Plagiomnium curvatulum";2;15
"Plagiomnium cuspidatum";2;15
"Plagiomnium elatum";10;500
"Plagiomnium ellipticum";10;500
"Plagiomnium insigne";2;15
"Plagiomnium medium";2;15
"Plagiomnium rostratum";2;15
"Plagiomnium undulatum";2;15
"Plagiopus oederiana";10;500
"Plagiopus oederianus";2;15
"Plagiothecium cavifolium";2;15
"Plagiothecium curvifolium";2;15
"Plagiothecium denticulatum";2;15
"Plagiothecium laetum";2;15
"Plagiothecium latebricola";2;15
"Plagiothecium nemorale";2;15
"Plagiothecium piliferum";2;15
"Plagiothecium succulentum";2;15
"Plantago asiatica";1;5
"Plantago camtschatica";0,1;1
"Plantago canescens";0,1;1
"Plantago cornuti";0,1;1
"Plantago depressa";0,1;1
"Plantago eriopoda";0,1;1
"Plantago lanceolata";0,1;1
"Plantago major";0,1;1
"Plantago maritima";0,1;1
"Plantago maxima";1;5
"Plantago media";1;5
"Platanthera aquilonis";10;500
"Platanthera bifolia";2;15
"Platanthera dilatata";10;500
"Platanthera hyperborea";10;500
"Platanthera obtusata";2;15
"Platydictya jungermannioides";2;15
"Platygyrium repens";2;15
"Platyhypnum alpestre";10;500
"Platyhypnum cochleariifolium";10;500
"Platyhypnum duriusculum";10;500
"Platyhypnum molle";10;500
"Platyhypnum smithii";10;500
"Pleuropogon sabinei";400;1500
"Pleurospermum uralense";1;5
"Pleurozia purpurea";10;500
"Pleuroziopsis ruthenica";10;500
"Pleurozium schreberi";10;500
"Poa abbreviata";0,1;1
"Poa alpina";0,1;1
"Poa annua";0,1;1
"Poa arctica";1;5
"Poa attenuata";1;5
"Poa botryoides";0,1;1
"Poa glauca";0,1;1
"Poa hartzii";0,1;1
"Poa interior";0,1;1
"Poa laxa";0,1;1
"Poa leibergii";0,1;1
"Poa leptocoma";0,1;1
"Poa macrocalyx";0,1;1
"Poa nemoralis";1;5
"Poa ochotensis";0,1;1
"Poa palustris";1;5
"Poa paucispicula";0,1;1
"Poa platyantha";1;5
"Poa pratensis";1;5
"Poa pseudoabbreviata";0,1;1
"Poa remota";1;5
"Poa sibirica";0,1;1
"Poa stenantha";0,1;1
"Poa sublanata";0,1;1
"Poa supina";0,1;1
"Poa trivialis";1;5
"Poa versicolor";1;5
"Podistera yukonensis";1;5
"Pogonatum aloides";2;15
"Pogonatum contortum";2;15
"Pogonatum dentatum";10;500
"Pogonatum urnigerum";10;500
"Pohlia andalusica";10;500
"Pohlia annotina";10;500
"Pohlia beringiensis";10;500
"Pohlia cruda";2;15
"Pohlia drummondii";10;500
"Pohlia elongata";2;15
"Pohlia filum";10;500
"Pohlia lescuriana";10;500
"Pohlia longicollis";10;500
"Pohlia melanodon";10;500
"Pohlia nutans";10;500
"Pohlia proligera";10;500
"Pohlia wahlenbergii";10;500
"Polemonium acutiflorum";0,1;1
"Polemonium boreale";0,1;1
"Polemonium caeruleum";1;5
"Polemonium pulcherrimum";0,1;1
"Polemonium villosissimum";0,1;1
"Polygala amarella";2;15
"Polygala comosa";2;15
"Polygala sibirica";2;15
"Polygonatum humile";1;5
"Polygonatum multiflorum";1;5
"Polygonatum odoratum";1;5
"Polygonatum verticillatum";400;1500
"Polygonum arenastrum";0,1;1
"Polygonum aviculare";1;5
"Polygonum humifusum";0,1;1
"Polypodium glycyrrhiza";2;15
"Polypodium vulgare";2;15
"Polystichum lonchitis";2;15
"Polytrichastrum alpinum";10;500
"Polytrichastrum sexangulare";10;500
"Polytrichastrum sphaerothecium";2;15
"Polytrichum commune";10;500
"Polytrichum formosum";2;15
"Polytrichum hyperboreum";10;500
"Polytrichum jensenii";10;500
"Polytrichum juniperinum";10;500
"Polytrichum longisetum";10;500
"Polytrichum pallidisetum";2;15
"Polytrichum piliferum";10;500
"Polytrichum strictum";10;500
"Ponerorchis cucullata";2;15
"Populus balsamifera";10;500
"Populus laurifolia";10;500
"Populus simonii";10;500
"Populus suaveolens";10;500
"Populus tremuloides";10;500
"Porella cordaeana";2;15
"Porella fauriei";2;15
"Porella gracillima";2;15
"Porella platyphylla";2;15
"Portulaca oleracea";2;15
"Potamogeton alpinus";400;1500
"Potamogeton berchtoldii";400;1500
"Potamogeton compressus";400;1500
"Potamogeton crispus";400;1500
"Potamogeton distinctus";400;1500
"Potamogeton epihydrus";400;1500
"Potamogeton foliosus";400;1500
"Potamogeton friesii";400;1500
"Potamogeton gramineus";400;1500
"Potamogeton illinoensis";400;1500
"Potamogeton lucens";400;1500
"Potamogeton maackianus";400;1500
"Potamogeton natans";400;1500
"Potamogeton nodosus";400;1500
"Potamogeton obtusifolius";400;1500
"Potamogeton perfoliatus";400;1500
"Potamogeton praelongus";400;1500
"Potamogeton pusillus";400;1500
"Potamogeton richardsonii";400;1500
"Potamogeton robbinsii";400;1500
"Potamogeton rutilus";400;1500
"Potamogeton sibiricus";400;1500
"Potamogeton trichoides";400;1500
"Potamogeton zosteriformis";400;1500
"Potentilla acaulis";1;5
"Potentilla anachoretica";1;5
"Potentilla anserina";400;1500
"Potentilla arenosa";0,1;1
"Potentilla argentea";2;15
"Potentilla biflora";0,1;1
"Potentilla chamissonis";0,1;1
"Potentilla chrysantha";0,1;1
"Potentilla conferta";0,1;1
"Potentilla crantzii";2;15
"Potentilla diversifolia";0,1;1
"Potentilla drummondii";0,1;1
"Potentilla elegans";0,1;1
"Potentilla erecta";2;15
"Potentilla flagellaris";2;15
"Potentilla fragarioides";0,1;1
"Potentilla fragiformis";0,1;1
"Potentilla gorodkovii";0,1;1
"Potentilla gracilis";2;15
"Potentilla hyparctica";0,1;1
"Potentilla intermedia";2;15
"Potentilla longifolia";0,1;1
"Potentilla multifida";0,1;1
"Potentilla nivea";0,1;1
"Potentilla norvegica";2;15
"Potentilla pensylvanica";1;5
"Potentilla pulchella";0,1;1
"Potentilla rubella";0,1;1
"Potentilla rubricaulis";1;5
"Potentilla stipularis";0,1;1
"Potentilla stolonifera";0,1;1
"Potentilla strigosa";0,1;1
"Potentilla subgorodkovii";0,1;1
"Potentilla subvahliana";0,1;1
"Potentilla supina";2;15
"Potentilla tanacetifolia";1;5
"Potentilla thuringiaca";2;15
"Potentilla tollii";1;5
"Potentilla uniflora";1;5
"Potentilla villosa";1;5
"Potentilla villosula";0,1;1
"Poterium tenuifolium";1;5
"Prasanthus suecicus";10;500
"Primula anvilensis";0,1;1
"Primula borealis";0,1;1
"Primula cortusoides";0,1;1
"Primula cuneifolia";0,1;1
"Primula egaliksensis";0,1;1
"Primula elatior";2;15
"Primula eximia";0,1;1
"Primula farinosa";2;15
"Primula incana";0,1;1
"Primula laurentiana";0,1;1
"Primula longiscapa";0,1;1
"Primula matthioli";0,1;1
"Primula mistassinica";2;15
"Primula nutans";0,1;1
"Primula pumila";0,1;1
"Primula serrata";0,1;1
"Primula stricta";0,1;1
"Primula tschuktschorum";0,1;1
"Primula veris";2;15
"Protolophozia elongata";2;15
"Prunella grandiflora";0,1;1
"Prunella vulgaris";0,1;1
"Prunus padus";400;1500
"Prunus pensylvanica";400;1500
"Pseudanomodon attenuatus";2;15
"Pseudathyrium alpestre";10;500
"Pseudobryum cinclidioides";10;500
"Pseudocalliergon brevifolium";10;500
"Pseudocalliergon lycopodioides";10;500
"Pseudocalliergon trifarium";10;500
"Pseudocherleria macrocarpa";0,1;1
"Pseudohygrohypnum subeugyrium";10;500
"Pseudoleskea patens";10;500
"Pseudoleskeella catenulata";10;500
"Pseudoleskeella nervosa";2;15
"Pseudoleskeella papillosa";10;500
"Pseudoleskeella tectorum";2;15
"Pseudorchis albida";10;500
"Pseudoroegneria spicata";1;5
"Pseudoscleropodium purum";10;500
"Pseudotaxiphyllum elegans";2;15
"Pseudotritomaria heterophylla";10;500
"Psilopilum cavifolium";10;500
"Psilopilum laevigatum";10;500
"Pteridium aquilinum";10;500
"Pterigynandrum filiforme";2;15
"Ptilidium californicum";2;15
"Ptilidium ciliare";10;500
"Ptilium crista-castrensis";2;15
"Ptychostomum cyclophyllum";10;500
"Ptychostomum pallens";10;500
"Ptychostomum zieri";2;15
"Puccinellia andersonii";0,1;1
"Puccinellia angustata";0,1;1
"Puccinellia bruggemannii";0,1;1
"Puccinellia distans";1;5
"Puccinellia hauptiana";1;5
"Puccinellia maritima";0,1;1
"Puccinellia nutkaensis";0,1;1
"Puccinellia nuttalliana";0,1;1
"Puccinellia phryganodes";0,1;1
"Puccinellia pumila";0,1;1
"Puccinellia sibirica";1;5
"Puccinellia svalbardensis";0,1;1
"Puccinellia tenella";0,1;1
"Puccinellia vaginata";0,1;1
"Puccinellia vahliana";0,1;1
"Puccinellia wrightii";0,1;1
"Pulmonaria mollis";2;15
"Pulmonaria obscura";2;15
"Pulsatilla magadanensis";1;5
"Pylaisia polyantha";2;15
"Pylaisia selwynii";2;15
"Pyrola asarifolia";2;15
"Pyrola chlorantha";2;15
"Pyrola grandiflora";10;500
"Pyrola incarnata";2;15
"Pyrola media";2;15
"Pyrola minor";2;15
"Pyrola rotundifolia";2;15
"Rabelera holostea";0,1;1
"Racomitrium aciculare";10;500
"Racomitrium canescens";10;500
"Racomitrium elongatum";10;500
"Racomitrium heterostichum";10;500
"Racomitrium lanuginosum";10;500
"Racomitrium microcarpum";10;500
"Racomitrium panschii";10;500
"Radula complanata";2;15
"Radula prolifera";10;500
"Ranunculus abortivus";0,1;1
"Ranunculus acris";1;5
"Ranunculus altaicus";1;5
"Ranunculus aquatilis";400;1500
"Ranunculus auricomus";0,1;1
"Ranunculus cassubicus";400;1500
"Ranunculus confervoides";1;5
"Ranunculus flammula";0,1;1
"Ranunculus glacialis";0,1;1
"Ranunculus gmelinii";0,1;1
"Ranunculus hyperboreus";1;5
"Ranunculus karelinii";1;5
"Ranunculus lingua";1;5
"Ranunculus macounii";0,1;1
"Ranunculus monophyllus";0,1;1
"Ranunculus nivalis";0,1;1
"Ranunculus occidentalis";0,1;1
"Ranunculus pedatifidus";0,1;1
"Ranunculus peltatus";1;5
"Ranunculus pensylvanicus";1;5
"Ranunculus platanifolius";1;5
"Ranunculus polyanthemos";1;5
"Ranunculus pygmaeus";0,1;1
"Ranunculus repens";0,1;1
"Ranunculus reptans";400;1500
"Ranunculus sabinei";1;5
"Ranunculus sceleratus";400;1500
"Ranunculus septentrionalis";1;5
"Ranunculus sulphureus";400;1500
"Ranunculus trichophyllus";400;1500
"Ranunculus turneri";400;1500
"Raphanus raphanistrum";1;5
"Reboulia hemisphaerica";2;15
"Reseda lutea";2;15
"Reynoutria japonica";1;5
"Rhabdoweisia crispata";2;15
"Rhamnus cathartica";400;1500
"Rheum compactum";0,1;1
"Rheum rhabarbarum";1;5
"Rhinanthus angustifolius";1;5
"Rhinanthus minor";1;5
"Rhinanthus serotinus";0,1;1
"Rhizomnium andrewsianum";10;500
"Rhizomnium gracile";10;500
"Rhizomnium magnifolium";2;15
"Rhizomnium nudum";2;15
"Rhizomnium pseudopunctatum";10;500
"Rhizomnium punctatum";2;15
"Rhodiola integrifolia";2;15
"Rhodiola quadrifida";2;15
"Rhodiola rosea";2;15
"Rhodobryum roseum";10;500
"Rhododendron aureum";40;150
"Rhododendron camtschaticum";40;150
"Rhododendron lapponicum";40;150
"Rhododendron menziesii";2;15
"Rhododendron redowskianum";40;150
"Rhododendron tomentosum";40;150
"Rhynchospora alba";400;1500
"Rhynchospora fusca";400;1500
"Rhynchostegium murale";10;500
"Rhytidiadelphus japonicus";10;500
"Rhytidiadelphus loreus";2;15
"Rhytidiadelphus squarrosus";10;500
"Rhytidiadelphus triquetrus";2;15
"Rhytidiopsis robusta";2;15
"Rhytidium rugosum";10;500
"Ribes alpinum";400;1500
"Ribes aureum";400;1500
"Ribes glandulosum";400;1500
"Ribes hudsonianum";400;1500
"Ribes nigrum";400;1500
"Ribes oxyacanthoides";400;1500
"Ribes rubrum";400;1500
"Ribes spicatum";400;1500
"Ribes triste";400;1500
"Ribes uva-crispa";400;1500
"Riccardia aeruginosa";2;15
"Riccardia latifrons";2;15
"Riccardia multifida";2;15
"Riccardia palmata";2;15
"Riccia cavernosa";10;500
"Riccia fluitans";10;500
"Riccia frostii";10;500
"Riccia sorocarpa";10;500
"Ricciocarpos natans";400;1500
"Rorippa amphibia";400;1500
"Rorippa anceps";400;1500
"Rorippa austriaca";400;1500
"Rorippa barbareifolia";400;1500
"Rorippa brachycarpa";1;5
"Rorippa hispida";400;1500
"Rorippa islandica";400;1500
"Rorippa palustris";400;1500
"Rorippa sylvestris";400;1500
"Rosa acicularis";400;1500
"Rosa davurica";400;1500
"Rosa majalis";400;1500
"Rosa mollis";400;1500
"Rosa spinosissima";400;1500
"Rosa woodsii";400;1500
"Rosulabryum capillare";10;500
"Rubus arcticus";400;1500
"Rubus caesius";400;1500
"Rubus chamaemorus";400;1500
"Rubus humulifolius";400;1500
"Rubus idaeus";400;1500
"Rubus pubescens";400;1500
"Rubus sachalinensis";400;1500
"Rubus saxatilis";400;1500
"Rubus spectabilis";400;1500
"Rudbeckia laciniata";2;15
"Rumex acetosa";1;5
"Rumex acetosella";0,1;1
"Rumex aquaticus";1;5
